Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
884,40,RL,79.4,3102,Pave,Grvl,IR2,Lvl,NoSeWa,Inside,Sev,NAmes,RRNn,PosA,1Fam,2.5Unf,6,7,1998,2034,Flat,WdShake,CmentBd,CmentBd,,0.0,Gd,Po,BrkTil,TA,Fa,,GLQ,362.0,,143.2,140.0,645.2,Grav,TA,Y,SBrkr,1018.8,333.5,8.3,1400.3,0,0,2,1,2,0,Ex,13,Sev,1,TA,Attchd,2022.0,Unf,2,472.4,TA,Gd,N,56.9,22.9,61.6,32.4,5.5,0.0,,,0.0,5,2006,WD,Partial,914104.0
885,40,FV,42.8,4155,Grvl,,IR1,Lvl,NoSeWa,Inside,Mod,NoRidge,Artery,PosA,TwnhsE,1.5Fin,2,1,1870,1901,Gable,WdShake,HdBoard,HdBoard,BrkFace,90.7,TA,Gd,Wood,,,Av,LwQ,364.4,ALQ,27.9,392.5,784.8,GasA,Gd,Y,SBrkr,1001.7,0.0,12.4,1031.5,2,0,3,0,5,2,Po,12,Min2,2,,Attchd,1874.0,,0,0.0,Gd,TA,Y,26.7,48.2,61.6,32.7,5.0,0.0,,,0.0,9,2009,WD,Normal,484121.0
886,45,RL,63.5,2055,Pave,Pave,Reg,Lvl,NoSeWa,CulDSac,Gtl,Timber,RRAn,RRAn,Duplex,1Story,3,7,1904,1917,Gambrel,CompShg,BrkFace,BrkFace,BrkFace,90.6,Po,Ex,Wood,TA,,Mn,LwQ,,LwQ,37.7,128.7,188.4,GasW,Gd,Y,SBrkr,987.0,0.0,8.2,1027.6,2,0,0,0,1,0,Po,3,Sal,0,,Detchd,1918.0,Unf,1,153.7,Gd,TA,Y,42.2,36.7,16.5,31.3,36.9,0.0,,,0.0,3,2008,WD,AdjLand,509625.0
887,80,RL,,2238,Pave,,IR1,Lvl,AllPub,FR2,Sev,MeadowV,RRAe,RRNe,Duplex,1.5Unf,8,4,1878,1878,Gambrel,Roll,Wd Sdng,Wd Sdng,Stone,31.0,Fa,Ex,CBlock,Gd,Po,Av,GLQ,96.6,,131.2,197.9,425.7,OthW,Gd,Y,SBrkr,934.3,584.5,36.3,1579.0,0,0,2,0,1,1,Ex,3,Sev,0,,Attchd,1879.0,RFn,2,235.1,Ex,Gd,Y,39.4,67.4,1.9,37.1,12.1,0.0,,,0.0,5,2009,WD,Partial,1138061.0
888,30,RL,72.1,3033,Pave,,Reg,Bnk,AllPub,FR2,Gtl,Sawyer,Norm,Feedr,TwnhsE,2.5Fin,8,3,1956,1982,Gable,WdShake,CmentBd,CmentBd,,0.0,Ex,Fa,Wood,Ex,Fa,Av,,266.7,,121.1,26.1,413.9,Wall,Fa,Y,FuseA,1002.0,0.0,26.4,1063.0,2,0,0,0,3,0,Gd,13,Mod,0,,2Types,1983.0,RFn,3,783.8,TA,TA,Y,9.6,67.9,73.6,14.0,40.9,0.0,MnPrv,,0.0,6,2006,WD,AdjLand,790011.0
889,190,RM,107.9,4501,Pave,,Reg,HLS,ELO,FR3,Sev,NWAmes,RRAn,RRAe,1Fam,2.5Fin,1,5,1907,1930,Flat,WdShake,MetalSd,MetalSd,,0.0,Fa,Fa,Stone,Ex,Gd,Av,Rec,523.0,GLQ,74.9,148.4,746.3,OthW,Gd,Y,SBrkr,1163.1,41.3,12.0,1261.1,2,0,2,1,0,2,Ex,7,Mod,3,TA,Detchd,1913.0,RFn,4,860.3,TA,,Y,1.3,116.0,16.0,8.9,1.5,0.0,GdPrv,Shed,211.7,7,2008,WD,AdjLand,532442.0
890,80,RL,55.5,5588,Grvl,,IR2,Low,ELO,Corner,Sev,Sawyer,PosA,Feedr,Twnhs,1Story,10,2,1873,1894,Mansard,Tar&Grv,VinylSd,VinylSd,BrkFace,4.1,TA,Fa,PConc,,,,LwQ,683.1,,62.8,58.6,804.5,GasW,Ex,Y,SBrkr,993.0,823.0,1.8,1857.3,2,0,2,0,3,2,Fa,6,Min1,0,Gd,Attchd,1885.0,,2,409.0,TA,,Y,36.1,69.2,3.9,20.7,36.4,0.0,,,0.0,4,2006,WD,Normal,1535602.0
891,20,FV,74.7,11756,Pave,,Reg,Bnk,NoSeWa,Corner,Mod,NWAmes,Norm,RRNn,Twnhs,2.5Fin,8,8,1921,1934,Hip,Tar&Grv,AsbShng,AsbShng,,0.0,Po,Ex,Slab,Gd,TA,Av,BLQ,167.1,ALQ,97.4,72.3,336.8,Floor,Fa,Y,SBrkr,929.3,0.0,3.4,942.2,1,1,0,0,0,0,Fa,7,Maj1,2,,Attchd,1940.0,RFn,0,0.0,Po,Gd,Y,31.3,23.7,26.8,30.1,24.4,569.8,GdPrv,,0.0,7,2008,WD,Family,723075.0
892,180,C (all),62.3,602,Pave,,IR2,HLS,ELO,CulDSac,Sev,StoneBr,RRAe,Norm,Twnhs,SFoyer,2,9,1874,1881,Flat,Metal,HdBoard,HdBoard,,0.0,Ex,Fa,PConc,Ex,Gd,,Unf,38.0,ALQ,37.0,192.1,267.1,Floor,Gd,Y,FuseF,741.9,442.9,18.1,1227.5,2,1,3,1,0,2,Gd,7,Maj1,0,TA,Attchd,1884.0,RFn,1,250.7,Ex,Gd,Y,60.9,72.0,53.0,30.4,25.0,0.0,,,0.0,3,2011,WD,AdjLand,527264.0
893,190,RL,81.8,2934,Pave,,Reg,Low,ELO,Inside,Mod,BrkSide,PosN,RRNe,Duplex,2.5Fin,10,5,1975,2001,Shed,Membran,Stucco,Stucco,BrkFace,,Ex,Ex,Stone,Gd,Fa,,Rec,,,87.9,109.0,660.1,Wall,Fa,Y,SBrkr,1315.8,0.0,41.8,1375.9,1,0,1,1,3,0,Po,13,Sev,1,Gd,Attchd,1988.0,RFn,0,0.0,Fa,TA,Y,58.3,54.5,1.2,11.5,59.2,0.0,,,0.0,12,2008,WD,Alloca,1166369.0
894,190,RH,87.9,6664,Pave,,Reg,Lvl,NoSeWa,FR2,Gtl,BrDale,RRNe,RRAn,Duplex,2.5Unf,10,3,1917,1919,Flat,Roll,BrkFace,BrkFace,BrkFace,43.6,Po,Po,BrkTil,TA,TA,Av,Rec,822.9,,41.2,594.4,1458.5,Grav,Ex,Y,SBrkr,563.1,420.1,12.5,1045.4,0,1,3,1,3,1,Fa,5,Sev,2,Ex,Attchd,1926.0,,1,238.1,TA,TA,N,17.6,21.6,1.5,27.7,27.2,0.0,,,0.0,4,2011,WD,Normal,883077.0
895,20,C (all),82.0,7981,Pave,Grvl,Reg,Low,AllPub,CulDSac,Mod,StoneBr,RRNn,Artery,1Fam,SFoyer,8,7,1956,1988,Gambrel,ClyTile,VinylSd,VinylSd,None,71.3,Fa,Gd,PConc,TA,TA,Av,,521.4,,174.7,325.4,1021.5,Floor,Gd,Y,SBrkr,839.2,0.0,43.0,920.1,0,0,2,1,3,1,Fa,8,Min1,1,,Detchd,1959.0,Unf,0,0.0,TA,Ex,Y,76.6,6.5,11.6,27.9,54.9,0.0,,,0.0,7,2008,VWD,Family,725842.0
896,50,RM,90.8,8190,Pave,,Reg,Low,AllPub,Corner,Mod,Gilbert,Feedr,RRAe,Duplex,2Story,10,1,1907,1927,Gambrel,Metal,BrkFace,BrkFace,,0.0,TA,Fa,Slab,TA,Gd,,,150.3,,81.1,362.7,594.1,Grav,Gd,Y,SBrkr,747.3,0.0,20.7,765.4,0,1,1,1,5,2,TA,13,Maj1,2,TA,,,,0,0.0,TA,Gd,Y,225.2,43.4,35.2,40.5,28.6,0.0,,,0.0,3,2006,WD,Normal,683497.0
897,60,RL,69.7,8905,Pave,,Reg,HLS,AllPub,Corner,Gtl,NridgHt,Artery,Norm,2fmCon,2.5Fin,5,3,1921,1952,Mansard,Tar&Grv,MetalSd,MetalSd,Stone,102.0,TA,Ex,PConc,TA,TA,Mn,LwQ,872.2,,147.5,183.4,1203.1,Grav,Ex,Y,FuseP,351.9,400.4,11.1,763.1,2,0,1,0,0,2,TA,10,Maj1,0,Gd,Detchd,1935.0,Unf,1,105.8,Gd,TA,Y,124.7,22.6,63.1,12.5,34.2,0.0,,,0.0,8,2006,WD,Alloca,490547.0
898,60,RL,66.2,9889,Pave,,Reg,Low,ELO,Corner,Mod,CollgCr,RRAn,Artery,Duplex,2.5Unf,1,9,1956,1995,Shed,Tar&Grv,Wd Sdng,Wd Sdng,None,69.6,TA,Po,Wood,Fa,Gd,Gd,LwQ,437.4,BLQ,25.6,215.9,678.9,Wall,Gd,Y,SBrkr,1006.1,0.0,14.8,1032.2,1,0,3,0,2,0,Gd,8,Maj2,3,TA,Detchd,1981.0,Fin,2,402.4,Gd,Ex,Y,107.6,122.4,87.7,81.2,0.2,0.0,GdPrv,,0.0,11,2006,CWD,Alloca,447281.0
899,40,RL,34.8,3940,Pave,,IR1,Lvl,NoSeWa,FR2,Mod,Gilbert,PosA,RRNn,Twnhs,2.5Unf,8,2,1915,1946,Mansard,CompShg,VinylSd,VinylSd,None,66.2,Fa,TA,BrkTil,Fa,,No,BLQ,141.8,,69.0,135.6,346.4,Floor,Ex,Y,SBrkr,839.0,0.0,12.8,878.0,2,0,3,0,3,1,Fa,7,Sal,0,Fa,Detchd,1917.0,RFn,1,244.8,Fa,Gd,Y,20.8,17.8,0.2,18.4,3.9,0.0,GdWo,,0.0,12,2008,WD,Family,667964.0
900,70,RL,82.8,8961,Pave,,Reg,Bnk,AllPub,FR2,Sev,NoRidge,Artery,Feedr,1Fam,2Story,5,9,1962,1985,Mansard,CompShg,BrkFace,BrkFace,None,87.9,Fa,Po,PConc,Fa,Gd,Gd,Rec,686.9,GLQ,49.6,593.7,1330.2,OthW,Gd,N,SBrkr,909.6,662.6,11.1,1692.9,0,1,3,1,0,2,Ex,12,Mod,2,,BuiltIn,1972.0,RFn,1,156.9,Ex,,Y,17.9,33.8,8.7,24.0,15.1,0.0,,,0.0,10,2006,WD,Abnorml,1026407.0
901,80,RL,73.4,1697,Pave,,Reg,Bnk,ELO,FR2,Mod,NoRidge,PosA,Feedr,TwnhsE,1.5Fin,1,1,2006,2016,Gable,ClyTile,Wd Sdng,Wd Sdng,BrkFace,62.8,Ex,Gd,BrkTil,Ex,Gd,,Rec,126.0,,32.5,183.7,342.2,GasW,Gd,Y,SBrkr,846.4,180.6,3.2,1040.0,1,1,0,1,3,1,Po,13,Typ,0,Gd,CarPort,2025.0,Unf,4,834.2,Ex,Ex,N,63.3,23.6,7.2,35.2,23.7,0.0,,,0.0,7,2007,WD,AdjLand,414222.0
902,90,RM,,3404,Pave,,Reg,HLS,NoSeWa,FR3,Sev,Edwards,RRAn,RRNe,TwnhsE,1Story,4,4,1919,1955,Hip,ClyTile,Plywood,Plywood,BrkFace,9.5,Fa,Po,BrkTil,Ex,TA,Mn,,175.8,BLQ,3.3,109.4,288.5,OthW,TA,Y,FuseA,1126.0,0.0,3.6,1195.4,2,0,1,0,5,0,Gd,4,Min2,2,,Attchd,1936.0,RFn,2,436.2,,TA,Y,197.1,76.1,41.5,15.2,32.3,0.0,MnPrv,,0.0,5,2011,WD,Partial,631683.0
903,120,RL,66.2,3228,Pave,,IR1,Lvl,AllPub,Inside,Mod,BrkSide,PosN,RRAn,1Fam,1.5Fin,1,6,1935,1955,Hip,Tar&Grv,BrkFace,BrkFace,BrkFace,75.1,Gd,Fa,CBlock,Gd,Fa,Av,Rec,445.3,LwQ,82.9,86.9,615.1,OthW,Fa,Y,SBrkr,1164.4,926.2,7.0,2097.9,2,1,1,0,2,1,Ex,7,Min2,0,Ex,BuiltIn,1959.0,,2,293.1,TA,Gd,Y,157.5,30.1,54.7,17.2,4.2,0.0,,,0.0,2,2011,WD,Partial,787799.0
904,85,RL,69.3,2650,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Blmngtn,PosN,RRAn,2fmCon,2.5Fin,9,7,1907,1924,Shed,WdShake,Wd Sdng,Wd Sdng,BrkFace,18.5,Po,Fa,CBlock,Gd,Gd,Gd,BLQ,295.0,Rec,93.1,250.3,638.4,OthW,Po,Y,SBrkr,569.6,0.0,0.6,594.6,0,0,2,1,2,0,Ex,9,Typ,2,Gd,Attchd,1929.0,,0,0.0,TA,Ex,Y,103.8,71.4,4.4,24.0,48.6,0.0,GdPrv,,0.0,7,2007,WD,Alloca,476800.0
905,75,FV,65.3,1754,Pave,,Reg,Low,NoSeWa,Corner,Gtl,MeadowV,RRAe,Norm,TwnhsE,2.5Fin,10,3,1974,1984,Mansard,ClyTile,MetalSd,MetalSd,None,58.4,Fa,TA,Slab,Ex,Gd,Gd,Rec,307.4,,268.8,413.2,989.4,Grav,TA,N,SBrkr,1429.6,22.1,10.4,1522.5,2,1,2,1,4,2,Gd,9,Min2,3,Ex,Attchd,1990.0,RFn,0,0.0,Ex,,Y,40.3,4.1,31.7,34.5,71.6,0.0,,,0.0,2,2009,WD,Abnorml,1295175.0
906,60,FV,59.4,7287,Pave,,IR2,HLS,ELO,FR3,Mod,CollgCr,RRNn,PosN,Twnhs,SFoyer,2,9,1885,1911,Gambrel,Metal,AsbShng,AsbShng,BrkFace,19.1,TA,Ex,Slab,Ex,Gd,,BLQ,307.7,,2.2,363.0,672.9,Grav,TA,Y,SBrkr,827.9,715.4,13.6,1582.8,2,0,2,0,4,2,Gd,5,Typ,0,,Attchd,1914.0,RFn,1,99.4,,Ex,Y,18.9,4.5,4.9,37.8,23.0,0.0,,,0.0,2,2009,WD,AdjLand,702037.0
907,120,RL,,3620,Pave,,Reg,Lvl,ELO,Corner,Sev,Crawfor,RRNe,RRNn,TwnhsE,SLvl,8,4,1948,1985,Hip,Tar&Grv,AsbShng,AsbShng,,0.0,Fa,Po,Slab,Po,Gd,Gd,LwQ,522.9,,217.1,86.6,826.6,Floor,Fa,Y,FuseP,1076.3,0.0,30.4,1077.5,0,0,3,1,2,2,Fa,14,Maj1,0,,BuiltIn,1968.0,,0,0.0,Ex,TA,N,90.5,74.0,2.8,20.5,24.8,0.0,,Shed,1.3,4,2010,WD,Abnorml,799339.0
908,75,FV,79.7,3775,Pave,,Reg,Lvl,AllPub,Corner,Mod,ClearCr,Feedr,PosN,TwnhsE,2.5Fin,4,5,1882,1882,Flat,Roll,BrkFace,BrkFace,BrkFace,76.8,Ex,TA,BrkTil,Gd,TA,,ALQ,164.9,,36.0,82.9,283.8,Floor,TA,Y,SBrkr,954.1,953.6,16.0,1964.4,1,1,1,0,3,2,Po,6,Min1,2,Gd,,,RFn,0,0.0,TA,,P,177.8,16.6,59.7,10.5,5.7,0.0,,Shed,135.8,10,2008,WD,Alloca,1054150.0
909,120,RL,54.6,1772,Pave,Pave,IR1,Lvl,NoSeWa,FR2,Sev,OldTown,RRNe,PosA,Twnhs,2.5Fin,9,8,1983,2011,Gable,Tar&Grv,CmentBd,CmentBd,BrkFace,90.3,Po,Fa,BrkTil,Gd,Gd,Av,ALQ,356.9,Unf,98.9,386.9,842.7,OthW,Ex,Y,SBrkr,931.7,515.1,9.0,1572.8,2,0,3,0,4,0,Fa,5,Maj2,1,,Attchd,1997.0,RFn,0,0.0,,Gd,Y,101.4,60.7,17.7,53.9,25.0,0.0,GdPrv,,0.0,12,2007,CWD,Family,1235789.0
910,50,RL,62.0,5022,Pave,Pave,IR1,Bnk,ELO,FR2,Mod,StoneBr,RRAe,RRAe,Duplex,SFoyer,2,3,1971,1991,Gambrel,CompShg,HdBoard,HdBoard,None,19.6,Po,Ex,CBlock,,Fa,No,ALQ,242.0,,67.8,515.2,825.0,Wall,TA,Y,SBrkr,1067.1,258.3,47.2,1362.0,0,0,3,0,5,0,Ex,3,Maj1,0,,Attchd,1988.0,RFn,2,321.9,,Ex,Y,39.0,61.6,67.8,49.3,37.1,0.0,MnPrv,,0.0,9,2010,Con,Alloca,602032.0
911,75,RM,65.9,7501,Pave,,Reg,Bnk,NoSeWa,Inside,Gtl,Somerst,PosN,Feedr,2fmCon,SLvl,3,8,2004,2032,Gable,Metal,HdBoard,HdBoard,,0.0,TA,Ex,Wood,TA,TA,Mn,LwQ,149.5,GLQ,37.4,178.2,365.1,GasA,Po,Y,SBrkr,1295.5,0.0,8.9,1319.1,2,0,2,0,0,2,Fa,12,Sev,3,,Detchd,2006.0,Unf,4,,,Gd,Y,11.3,12.5,85.5,24.5,28.6,0.0,,,0.0,4,2011,Con,Partial,641949.0
912,85,RL,,4715,Pave,,Reg,Bnk,NoSeWa,Corner,Gtl,Timber,PosA,Norm,Twnhs,1.5Unf,2,1,1956,1964,Flat,Metal,VinylSd,VinylSd,BrkFace,57.6,Po,Gd,BrkTil,Gd,Ex,,ALQ,149.0,BLQ,49.4,381.0,579.4,OthW,Ex,Y,SBrkr,1133.1,886.8,2.8,2040.4,1,0,2,0,2,2,Fa,6,Min1,2,,Attchd,1968.0,Unf,1,190.4,Fa,Gd,Y,87.4,41.6,41.2,4.3,33.1,0.0,,,0.0,12,2008,WD,Alloca,873763.0
913,120,RL,67.4,1983,Pave,,IR1,Low,AllPub,CulDSac,Sev,Somerst,RRAe,PosN,Twnhs,1.5Unf,10,8,1957,1963,Hip,Membran,HdBoard,HdBoard,,0.0,Gd,Fa,CBlock,,Ex,No,GLQ,227.4,,12.3,19.9,259.6,OthW,Fa,Y,SBrkr,827.0,969.1,16.9,1842.8,1,1,2,1,3,1,Po,2,Sev,0,,Attchd,1959.0,,2,254.5,Ex,Po,Y,19.1,5.8,8.4,2.9,16.8,0.0,,,0.0,8,2006,WD,AdjLand,1496738.0
914,45,RL,83.2,7726,Pave,,Reg,Low,NoSeWa,Corner,Mod,Mitchel,RRNn,RRNe,1Fam,1.5Unf,5,8,1898,1935,Gable,Tar&Grv,BrkFace,BrkFace,None,27.5,Po,Ex,PConc,Fa,Gd,Av,Unf,140.3,,140.4,73.5,354.2,GasA,Fa,Y,SBrkr,874.7,0.0,62.9,922.8,0,0,0,0,5,0,TA,3,Typ,0,,Attchd,1926.0,Fin,0,0.0,Fa,TA,Y,12.3,29.0,83.3,6.8,23.6,0.0,,,0.0,6,2008,CWD,Normal,602401.0
915,85,RL,37.0,983,Pave,,IR2,Low,NoSeWa,Corner,Sev,NAmes,RRNn,RRAn,2fmCon,1Story,1,6,2002,2032,Shed,Membran,CmentBd,CmentBd,,0.0,TA,Gd,Slab,TA,Gd,,BLQ,558.1,,34.3,48.6,641.0,GasA,Fa,Y,FuseF,731.0,0.0,13.0,810.6,0,1,1,0,0,1,Po,8,Sev,1,,Detchd,2008.0,RFn,1,255.4,Gd,Fa,P,170.8,53.7,81.1,5.5,11.4,0.0,MnPrv,,0.0,7,2006,Con,Partial,306131.0
916,75,RL,40.5,5683,Pave,,Reg,Lvl,NoSeWa,Inside,Gtl,BrkSide,Norm,Feedr,Duplex,1Story,3,5,1976,2002,Gable,CompShg,AsbShng,AsbShng,None,48.5,Po,Gd,Slab,TA,Gd,Mn,,466.4,,81.8,261.8,810.0,Grav,Ex,Y,SBrkr,1114.6,618.8,7.8,1824.6,2,1,3,1,2,0,Fa,6,Maj1,3,,Attchd,1994.0,Unf,2,529.3,Gd,Gd,P,24.9,17.8,42.1,20.7,78.0,0.0,,,0.0,2,2008,WD,Family,897745.0
917,85,RL,,1963,Pave,,Reg,Bnk,ELO,CulDSac,Sev,BrkSide,RRNn,Norm,Twnhs,1.5Unf,1,9,1934,1965,Gable,Membran,HdBoard,HdBoard,,0.0,Fa,Fa,Stone,Fa,Ex,Gd,Rec,261.7,ALQ,125.6,173.2,560.5,Wall,Fa,Y,SBrkr,1077.0,1325.1,27.8,2427.5,0,0,0,1,2,0,TA,11,Sev,2,TA,Attchd,1956.0,RFn,4,439.1,Gd,TA,Y,76.0,52.0,50.8,26.5,38.5,0.0,MnWw,,0.0,2,2006,WD,AdjLand,888111.0
918,120,RM,,8810,Pave,,Reg,Lvl,AllPub,Corner,Mod,Gilbert,Artery,Artery,Duplex,2.5Unf,10,6,1969,1973,Flat,WdShake,Wd Sdng,Wd Sdng,,0.0,Ex,Ex,Wood,Gd,Po,Gd,LwQ,17.7,Rec,188.4,235.7,441.8,GasA,Fa,Y,SBrkr,797.4,626.1,29.1,1464.8,0,0,0,1,3,2,Ex,9,Typ,1,TA,Attchd,1996.0,RFn,3,623.1,Gd,TA,Y,280.9,45.9,119.0,20.1,14.5,0.0,GdPrv,,0.0,6,2006,CWD,Alloca,1238404.0
919,30,RM,87.7,11665,Pave,,IR1,Lvl,AllPub,CulDSac,Sev,ClearCr,RRAn,RRAe,Twnhs,1Story,8,1,1984,2016,Gambrel,Tar&Grv,Plywood,Plywood,,0.0,Fa,Ex,CBlock,TA,,,BLQ,464.4,,147.2,382.9,994.5,OthW,Po,Y,SBrkr,1298.0,0.0,5.2,1386.6,0,0,0,1,3,2,Po,7,Maj2,0,Gd,Attchd,2010.0,Unf,0,0.0,Gd,,Y,137.0,44.4,47.3,28.8,66.1,0.0,GdPrv,,0.0,3,2008,WD,Family,1062036.0
920,120,RL,93.4,2408,Pave,,IR2,HLS,NoSeWa,FR2,Mod,Gilbert,RRNn,PosA,Twnhs,2Story,4,6,1956,1970,Gambrel,Tar&Grv,HdBoard,HdBoard,BrkFace,105.2,Gd,Po,Stone,Ex,TA,Av,Rec,562.0,,107.2,102.0,771.2,Floor,Gd,Y,SBrkr,1222.1,137.3,15.9,1373.1,2,1,2,0,1,1,Gd,9,Maj2,2,Ex,BuiltIn,1979.0,RFn,2,286.4,TA,Fa,Y,44.9,7.3,27.4,68.1,12.7,0.0,,,0.0,6,2007,WD,Partial,764488.0
921,120,RL,74.7,2998,Pave,,Reg,Lvl,NoSeWa,FR2,Mod,BrDale,PosN,RRNe,1Fam,2Story,3,1,1943,1947,Flat,Metal,MetalSd,MetalSd,BrkFace,84.2,Gd,Ex,Slab,TA,,,GLQ,,,13.8,214.1,734.7,OthW,Gd,Y,SBrkr,1447.1,235.5,23.4,1700.8,0,0,0,0,3,2,Ex,12,Sev,1,TA,Attchd,1960.0,,2,391.3,Gd,Ex,Y,49.4,4.6,1.3,1.9,15.8,0.0,,,0.0,4,2010,CWD,Normal,862550.0
922,50,RL,48.6,5305,Pave,,IR2,Low,ELO,CulDSac,Gtl,MeadowV,RRAe,RRNn,TwnhsE,1.5Unf,8,6,2004,2023,Gable,ClyTile,CmentBd,CmentBd,,0.0,Ex,Gd,Stone,,Gd,Mn,ALQ,106.3,,28.6,0.7,135.6,Grav,Gd,Y,SBrkr,663.1,1105.6,9.4,1847.2,1,1,1,0,0,2,TA,3,Mod,3,,Attchd,2032.0,,2,268.1,Po,TA,Y,120.1,7.8,42.2,10.4,12.5,0.0,,Shed,763.5,4,2006,WD,Partial,1379204.0
923,80,RL,91.1,2626,Pave,,Reg,Bnk,AllPub,Corner,Mod,NAmes,RRAe,RRNe,2fmCon,SLvl,9,3,1882,1919,Gable,Membran,HdBoard,HdBoard,BrkFace,143.4,Ex,TA,PConc,Ex,Gd,Av,GLQ,127.0,,63.9,374.6,565.5,Grav,Fa,Y,SBrkr,869.9,805.3,21.3,1719.0,0,0,0,0,4,2,Ex,9,Sev,3,Gd,Detchd,1898.0,Unf,2,500.1,Gd,TA,Y,18.6,17.8,66.3,58.1,71.3,0.0,MnWw,,0.0,12,2010,WD,Family,1333924.0
924,45,RM,74.0,1175,Pave,,Reg,Bnk,ELO,CulDSac,Mod,Crawfor,RRAe,PosA,1Fam,1.5Fin,8,6,1963,1999,Mansard,Metal,CmentBd,CmentBd,,0.0,Ex,Fa,Stone,Gd,Gd,Av,ALQ,631.2,ALQ,73.4,364.5,1069.1,OthW,Ex,Y,SBrkr,841.0,0.0,13.5,868.7,2,0,0,1,3,0,Gd,10,Sal,3,,,,Unf,0,0.0,TA,,Y,9.5,77.0,49.9,18.2,41.1,0.0,,,0.0,8,2010,WD,Alloca,648188.0
925,90,RL,40.3,9229,Pave,,IR1,Lvl,AllPub,CulDSac,Mod,Edwards,PosN,RRNn,Duplex,2.5Unf,6,6,1947,1963,Shed,Roll,AsbShng,AsbShng,None,4.6,Ex,TA,PConc,,Gd,,BLQ,58.1,,49.9,254.3,362.3,Floor,Fa,Y,SBrkr,1681.1,570.1,17.6,2291.5,2,1,3,1,3,2,Gd,9,Maj2,2,,Detchd,1968.0,Unf,3,583.4,TA,Fa,Y,57.8,83.0,22.5,4.7,9.5,0.0,,,0.0,9,2006,New,Family,1453856.0
926,60,RL,,2745,Pave,,IR1,Low,ELO,FR2,Sev,Gilbert,PosA,RRNn,Twnhs,1.5Fin,3,1,1993,1996,Hip,Membran,HdBoard,HdBoard,,0.0,Po,Ex,Slab,Gd,TA,No,ALQ,395.6,,22.7,218.0,636.3,Wall,Gd,Y,SBrkr,903.0,258.9,10.0,1216.1,1,0,1,1,4,2,Po,8,Sal,0,Po,Attchd,2019.0,Unf,4,529.1,Gd,Fa,Y,180.2,9.4,61.3,37.3,5.8,0.0,,Shed,753.7,11,2009,WD,Alloca,605892.0
927,190,RM,100.3,4695,Pave,,IR1,Low,NoSeWa,CulDSac,Gtl,BrDale,RRAn,Norm,Twnhs,SLvl,8,9,1994,2014,Hip,ClyTile,Plywood,Plywood,BrkFace,73.4,Fa,Gd,BrkTil,Gd,TA,Av,Rec,,,169.9,123.6,349.0,Wall,Po,Y,SBrkr,1279.6,737.6,31.2,2054.3,1,0,2,0,4,0,Po,9,Maj2,0,TA,BuiltIn,2002.0,Fin,0,0.0,TA,TA,Y,85.2,27.7,32.2,24.1,23.5,0.0,,,0.0,10,2010,Con,Family,1493237.0
928,20,RM,97.0,2318,Pave,,IR1,Low,ELO,FR3,Sev,MeadowV,RRNn,RRNe,2fmCon,2Story,5,8,1907,1940,Gambrel,Membran,HdBoard,HdBoard,BrkFace,54.2,Gd,TA,CBlock,TA,TA,Av,BLQ,239.9,GLQ,7.9,9.3,257.1,GasA,Fa,Y,SBrkr,1210.4,740.9,6.7,1961.3,2,0,3,1,5,1,Fa,3,Typ,1,,Detchd,1920.0,RFn,0,0.0,Ex,Ex,Y,212.4,29.3,40.4,37.7,19.0,0.0,,,0.0,11,2006,WD,Family,1110412.0
929,80,RM,19.7,4373,Pave,,Reg,Bnk,NoSeWa,FR3,Sev,SawyerW,PosA,Feedr,1Fam,SFoyer,5,2,1882,1921,Flat,ClyTile,VinylSd,VinylSd,None,72.9,Po,Fa,Stone,,TA,Mn,ALQ,417.0,,59.4,245.8,722.2,Floor,Fa,Y,SBrkr,874.8,737.4,27.2,1630.2,2,1,3,0,2,2,Fa,7,Maj2,0,TA,Detchd,1903.0,RFn,1,247.5,Ex,Gd,N,61.7,96.5,58.8,28.9,9.7,0.0,,,0.0,7,2008,WD,Partial,960283.0
